epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
123,15903.1,0.37675,0.2859,0.88687,0.42369,0.682,0.50607,0.46836,0.46493,0.75746,0.96685,0.00148537,0.000495125,0.00148537,0.000495125,0.00148537,0.000495125,0.00148537,0.000495125
124,16036.9,0.37844,0.29472,0.89314,0.42616,0.67586,0.50531,0.47616,0.45878,0.75071,0.97123,0.00146681,0.000488938,0.00146681,0.000488938,0.00146681,0.000488938,0.00146681,0.000488938
125,16157.3,0.39686,0.30803,0.88772,0.4248,0.68196,0.49952,0.46937,0.46029,0.75436,0.97046,0.00144825,0.00048275,0.00144825,0.00048275,0.00144825,0.00048275,0.00144825,0.00048275
126,16291.5,0.41661,0.289,0.91452,0.43519,0.68585,0.53162,0.50407,0.45416,0.82173,0.96442,0.00142969,0.000476562,0.00142969,0.000476562,0.00142969,0.000476562,0.00142969,0.000476562
127,16415.2,0.38456,0.29277,0.90058,0.43386,0.68585,0.53338,0.50824,0.45816,0.84393,0.96377,0.00141113,0.000470375,0.00141113,0.000470375,0.00141113,0.000470375,0.00141113,0.000470375
128,16546.3,0.3825,0.28312,0.87953,0.43194,0.68585,0.54321,0.51732,0.45572,0.87732,0.96714,0.00139256,0.000464188,0.00139256,0.000464188,0.00139256,0.000464188,0.00139256,0.000464188
129,16665.3,0.3817,0.28216,0.88839,0.43217,0.68585,0.54498,0.5156,0.45693,0.84555,0.97126,0.001374,0.000458,0.001374,0.000458,0.001374,0.000458,0.001374,0.000458
130,16794.9,0.33753,0.28667,0.88008,0.43616,0.68585,0.53751,0.50705,0.45761,0.80636,0.97299,0.00135544,0.000451813,0.00135544,0.000451813,0.00135544,0.000451813,0.00135544,0.000451813
131,16915.8,0.33286,0.26846,0.8659,0.43453,0.68585,0.52291,0.49546,0.45551,0.81449,0.97113,0.00133687,0.000445625,0.00133687,0.000445625,0.00133687,0.000445625,0.00133687,0.000445625
132,17047.8,0.35752,0.27838,0.87821,0.43738,0.68585,0.51866,0.48778,0.4457,0.79365,0.97191,0.00131831,0.000439437,0.00131831,0.000439437,0.00131831,0.000439437,0.00131831,0.000439437
133,17168.1,0.35188,0.2867,0.87926,0.43519,0.68585,0.5279,0.50052,0.44079,0.75577,0.97123,0.00129975,0.00043325,0.00129975,0.00043325,0.00129975,0.00043325,0.00129975,0.00043325
134,17297.3,0.34235,0.28025,0.86256,0.4417,0.63585,0.52818,0.50032,0.44214,0.73431,0.96693,0.00128119,0.000427062,0.00128119,0.000427062,0.00128119,0.000427062,0.00128119,0.000427062
135,17417.9,0.34891,0.2582,0.87613,0.44224,0.65619,0.52977,0.50264,0.44512,0.74657,0.9633,0.00126262,0.000420875,0.00126262,0.000420875,0.00126262,0.000420875,0.00126262,0.000420875
136,17550.7,0.35273,0.27638,0.89672,0.43621,0.68585,0.54013,0.50703,0.45281,0.79118,0.96279,0.00124406,0.000414688,0.00124406,0.000414688,0.00124406,0.000414688,0.00124406,0.000414688
137,17672.1,0.37267,0.28597,0.90148,0.43377,0.68585,0.53989,0.50895,0.45355,0.77931,0.96219,0.0012255,0.0004085,0.0012255,0.0004085,0.0012255,0.0004085,0.0012255,0.0004085
138,17804.3,0.34735,0.26541,0.87532,0.42329,0.68585,0.54164,0.51326,0.44982,0.75409,0.96101,0.00120694,0.000402312,0.00120694,0.000402312,0.00120694,0.000402312,0.00120694,0.000402312
139,17927.1,0.3313,0.252,0.86644,0.42716,0.68585,0.53904,0.514,0.45291,0.78951,0.96235,0.00118838,0.000396125,0.00118838,0.000396125,0.00118838,0.000396125,0.00118838,0.000396125
140,18062,0.36027,0.27825,0.87054,0.43589,0.65913,0.54507,0.51327,0.46093,0.79374,0.96667,0.00116981,0.000389938,0.00116981,0.000389938,0.00116981,0.000389938,0.00116981,0.000389938
141,18185.4,0.34796,0.27175,0.88808,0.43475,0.65802,0.53515,0.50761,0.45921,0.75814,0.97376,0.00115125,0.00038375,0.00115125,0.00038375,0.00115125,0.00038375,0.00115125,0.00038375
142,18318.3,0.38348,0.28371,0.87199,0.42349,0.68023,0.52922,0.50409,0.45025,0.7438,0.97952,0.00113269,0.000377563,0.00113269,0.000377563,0.00113269,0.000377563,0.00113269,0.000377563
143,18441.4,0.35976,0.27851,0.90448,0.42232,0.68386,0.53424,0.50786,0.45029,0.7651,0.98268,0.00111413,0.000371375,0.00111413,0.000371375,0.00111413,0.000371375,0.00111413,0.000371375
144,18574.6,0.34188,0.27696,0.87419,0.42945,0.70888,0.56297,0.53052,0.44937,0.87422,0.98026,0.00109556,0.000365188,0.00109556,0.000365188,0.00109556,0.000365188,0.00109556,0.000365188
145,18698.7,0.35067,0.26484,0.87746,0.43127,0.70816,0.55096,0.51967,0.45411,0.91988,0.9779,0.001077,0.000359,0.001077,0.000359,0.001077,0.000359,0.001077,0.000359
146,18830.7,0.36136,0.25534,0.86406,0.42306,0.71085,0.54433,0.5135,0.45237,0.88907,0.97376,0.00105844,0.000352812,0.00105844,0.000352812,0.00105844,0.000352812,0.00105844,0.000352812
147,18953.4,0.36695,0.26115,0.88641,0.43801,0.66085,0.55646,0.52557,0.45349,0.82593,0.97074,0.00103988,0.000346625,0.00103988,0.000346625,0.00103988,0.000346625,0.00103988,0.000346625
148,19086.4,0.3439,0.25029,0.8734,0.43759,0.66085,0.54532,0.51493,0.45536,0.81717,0.9645,0.00102131,0.000340438,0.00102131,0.000340438,0.00102131,0.000340438,0.00102131,0.000340438
149,19210.8,0.34994,0.2727,0.86984,0.43068,0.68585,0.55229,0.51988,0.4562,0.79632,0.96036,0.00100275,0.00033425,0.00100275,0.00033425,0.00100275,0.00033425,0.00100275,0.00033425
150,19340.5,0.36046,0.27665,0.87877,0.43224,0.67845,0.55342,0.51989,0.45283,0.77898,0.95678,0.000984188,0.000328063,0.000984188,0.000328063,0.000984188,0.000328063,0.000984188,0.000328063
151,19459.3,0.3767,0.26446,0.88884,0.42726,0.63395,0.55185,0.518,0.44912,0.78975,0.95456,0.000965625,0.000321875,0.000965625,0.000321875,0.000965625,0.000321875,0.000965625,0.000321875
152,19588.3,0.35551,0.27035,0.88195,0.42699,0.68414,0.55141,0.5162,0.44184,0.83659,0.95482,0.000947062,0.000315687,0.000947062,0.000315687,0.000947062,0.000315687,0.000947062,0.000315687
153,19708.2,0.34686,0.23959,0.87203,0.43022,0.67052,0.53472,0.50129,0.4439,0.86791,0.9571,0.0009285,0.0003095,0.0009285,0.0003095,0.0009285,0.0003095,0.0009285,0.0003095
154,19842.7,0.34672,0.28,0.86754,0.43234,0.67723,0.51312,0.48165,0.44824,0.85823,0.95987,0.000909937,0.000303313,0.000909937,0.000303313,0.000909937,0.000303313,0.000909937,0.000303313
155,19965.4,0.33872,0.24691,0.87417,0.43265,0.67774,0.50759,0.47203,0.44849,0.86015,0.96288,0.000891375,0.000297125,0.000891375,0.000297125,0.000891375,0.000297125,0.000891375,0.000297125
156,20097.3,0.34391,0.25974,0.88274,0.43437,0.68585,0.52193,0.48795,0.44987,0.82986,0.96491,0.000872812,0.000290937,0.000872812,0.000290937,0.000872812,0.000290937,0.000872812,0.000290937
157,20218.3,0.34559,0.27586,0.86735,0.43789,0.65673,0.51587,0.48287,0.45493,0.80417,0.96485,0.00085425,0.00028475,0.00085425,0.00028475,0.00085425,0.00028475,0.00085425,0.00028475
158,20347.7,0.34554,0.25792,0.88215,0.43186,0.65869,0.52156,0.48782,0.45393,0.78636,0.9707,0.000835687,0.000278562,0.000835687,0.000278562,0.000835687,0.000278562,0.000835687,0.000278562
159,20467.7,0.34062,0.24968,0.87801,0.43241,0.65805,0.52825,0.49419,0.45475,0.77759,0.97359,0.000817125,0.000272375,0.000817125,0.000272375,0.000817125,0.000272375,0.000817125,0.000272375
160,20602.6,0.30085,0.26503,0.86002,0.43179,0.68435,0.52434,0.49215,0.44985,0.76662,0.97122,0.000798562,0.000266187,0.000798562,0.000266187,0.000798562,0.000266187,0.000798562,0.000266187
161,20727,0.32929,0.24667,0.87992,0.43655,0.68585,0.50593,0.47294,0.44907,0.78318,0.96869,0.00078,0.00026,0.00078,0.00026,0.00078,0.00026,0.00078,0.00026
162,20860.6,0.31083,0.24306,0.86268,0.43685,0.68554,0.4977,0.46351,0.45364,0.79925,0.96717,0.000761437,0.000253812,0.000761437,0.000253812,0.000761437,0.000253812,0.000761437,0.000253812
163,20983.1,0.33486,0.24098,0.87787,0.42842,0.68494,0.482,0.44993,0.45841,0.80978,0.96668,0.000742875,0.000247625,0.000742875,0.000247625,0.000742875,0.000247625,0.000742875,0.000247625
164,21112.1,0.36897,0.25209,0.88143,0.43759,0.65808,0.47945,0.44838,0.46087,0.81422,0.96487,0.000724313,0.000241438,0.000724313,0.000241438,0.000724313,0.000241438,0.000724313,0.000241438
165,21230.5,0.33062,0.24972,0.86868,0.4387,0.65902,0.48317,0.45265,0.4601,0.81925,0.96489,0.00070575,0.00023525,0.00070575,0.00023525,0.00070575,0.00023525,0.00070575,0.00023525
166,21358.9,0.32475,0.25205,0.85575,0.43868,0.65961,0.49031,0.45806,0.46438,0.80431,0.96965,0.000687188,0.000229063,0.000687188,0.000229063,0.000687188,0.000229063,0.000687188,0.000229063
167,21479.8,0.32026,0.2492,0.86649,0.42482,0.6816,0.48906,0.45775,0.46625,0.78457,0.97244,0.000668625,0.000222875,0.000668625,0.000222875,0.000668625,0.000222875,0.000668625,0.000222875
168,21611,0.32355,0.25192,0.86658,0.42713,0.66085,0.50759,0.47708,0.46231,0.74433,0.97465,0.000650063,0.000216688,0.000650063,0.000216688,0.000650063,0.000216688,0.000650063,0.000216688
169,21732.7,0.35155,0.25815,0.86212,0.43648,0.65876,0.51434,0.48322,0.45694,0.72773,0.9735,0.0006315,0.0002105,0.0006315,0.0002105,0.0006315,0.0002105,0.0006315,0.0002105
170,21867.7,0.32448,0.23521,0.86677,0.44465,0.65659,0.52186,0.49128,0.45296,0.72022,0.97208,0.000612938,0.000204313,0.000612938,0.000204313,0.000612938,0.000204313,0.000612938,0.000204313
171,21989.7,0.31102,0.23745,0.85409,0.43722,0.66085,0.50494,0.47406,0.44989,0.73216,0.96864,0.000594375,0.000198125,0.000594375,0.000198125,0.000594375,0.000198125,0.000594375,0.000198125
172,22120.1,0.32933,0.25572,0.86077,0.43991,0.66085,0.48386,0.45598,0.44997,0.76496,0.96449,0.000575813,0.000191938,0.000575813,0.000191938,0.000575813,0.000191938,0.000575813,0.000191938
173,22240.6,0.33053,0.23652,0.87443,0.44093,0.66029,0.48264,0.45287,0.45063,0.79863,0.96403,0.00055725,0.00018575,0.00055725,0.00018575,0.00055725,0.00018575,0.00055725,0.00018575
174,22373,0.3298,0.25248,0.87553,0.43277,0.65824,0.47112,0.44238,0.45058,0.85179,0.964,0.000538688,0.000179563,0.000538688,0.000179563,0.000538688,0.000179563,0.000538688,0.000179563
175,22494.1,0.31623,0.24945,0.86491,0.42382,0.70082,0.47706,0.44694,0.44867,0.85271,0.96439,0.000520125,0.000173375,0.000520125,0.000173375,0.000520125,0.000173375,0.000520125,0.000173375
176,22624.7,0.33769,0.25169,0.87396,0.43258,0.6833,0.48492,0.45425,0.44626,0.84178,0.96288,0.000501563,0.000167188,0.000501563,0.000167188,0.000501563,0.000167188,0.000501563,0.000167188
177,22746.2,0.32032,0.23922,0.85901,0.4323,0.68378,0.49916,0.46833,0.44702,0.82384,0.96343,0.000483,0.000161,0.000483,0.000161,0.000483,0.000161,0.000483,0.000161
178,22878.3,0.29553,0.2346,0.84655,0.43178,0.68382,0.50478,0.47295,0.44967,0.80529,0.9661,0.000464437,0.000154812,0.000464437,0.000154812,0.000464437,0.000154812,0.000464437,0.000154812
179,22999.6,0.29915,0.22735,0.85986,0.43876,0.66085,0.51489,0.48074,0.45095,0.78797,0.96835,0.000445875,0.000148625,0.000445875,0.000148625,0.000445875,0.000148625,0.000445875,0.000148625
180,23130.8,0.31344,0.2322,0.85589,0.43885,0.66085,0.52444,0.48762,0.45337,0.7732,0.9708,0.000427312,0.000142437,0.000427312,0.000142437,0.000427312,0.000142437,0.000427312,0.000142437
181,23250.6,0.3283,0.25484,0.85977,0.43894,0.66085,0.52025,0.48451,0.4573,0.78366,0.97266,0.00040875,0.00013625,0.00040875,0.00013625,0.00040875,0.00013625,0.00040875,0.00013625
182,23384.8,0.33552,0.2317,0.86974,0.43802,0.65996,0.51302,0.47868,0.45971,0.80703,0.97432,0.000390187,0.000130062,0.000390187,0.000130062,0.000390187,0.000130062,0.000390187,0.000130062
183,23505.9,0.3082,0.23531,0.86887,0.43014,0.68585,0.51383,0.47888,0.46096,0.82443,0.97364,0.000371625,0.000123875,0.000371625,0.000123875,0.000371625,0.000123875,0.000371625,0.000123875
184,23638.4,0.34947,0.25135,0.87369,0.43105,0.68585,0.51053,0.47547,0.46439,0.85317,0.97443,0.000353062,0.000117687,0.000353062,0.000117687,0.000353062,0.000117687,0.000353062,0.000117687
185,23761,0.35764,0.26502,0.86915,0.4306,0.68585,0.51743,0.48295,0.46641,0.86262,0.97533,0.0003345,0.0001115,0.0003345,0.0001115,0.0003345,0.0001115,0.0003345,0.0001115
186,23891.2,0.29279,0.2233,0.85758,0.43452,0.66085,0.52118,0.48631,0.46535,0.858,0.97601,0.000315937,0.000105312,0.000315937,0.000105312,0.000315937,0.000105312,0.000315937,0.000105312
187,24013.9,0.3379,0.23516,0.87531,0.43465,0.66085,0.51819,0.4822,0.4636,0.85858,0.97592,0.000297375,9.9125e-05,0.000297375,9.9125e-05,0.000297375,9.9125e-05,0.000297375,9.9125e-05
188,24148,0.30444,0.22554,0.85064,0.43528,0.66085,0.52985,0.49446,0.46177,0.85572,0.97611,0.000278812,9.29375e-05,0.000278812,9.29375e-05,0.000278812,9.29375e-05,0.000278812,9.29375e-05
189,24273,0.30901,0.22521,0.85181,0.43478,0.66085,0.5274,0.49213,0.46188,0.85126,0.97684,0.00026025,8.675e-05,0.00026025,8.675e-05,0.00026025,8.675e-05,0.00026025,8.675e-05
190,24404.4,0.34688,0.25721,0.87492,0.43478,0.66085,0.52628,0.49143,0.46221,0.85458,0.97639,0.000241688,8.05625e-05,0.000241688,8.05625e-05,0.000241688,8.05625e-05,0.000241688,8.05625e-05
191,24526.7,0.28909,0.20236,0.86106,0.43501,0.66085,0.52695,0.49214,0.46254,0.85825,0.97865,0.000223125,7.4375e-05,0.000223125,7.4375e-05,0.000223125,7.4375e-05,0.000223125,7.4375e-05
192,24659.3,0.30184,0.19383,0.86615,0.4352,0.66085,0.51558,0.48007,0.461,0.85346,0.98242,0.000204563,6.81875e-05,0.000204563,6.81875e-05,0.000204563,6.81875e-05,0.000204563,6.81875e-05
193,24783.5,0.29189,0.21216,0.84965,0.43523,0.66085,0.51149,0.47564,0.46036,0.84503,0.98428,0.000186,6.2e-05,0.000186,6.2e-05,0.000186,6.2e-05,0.000186,6.2e-05
194,24916.9,0.27413,0.19543,0.84535,0.436,0.66085,0.51921,0.48142,0.4601,0.83087,0.98549,0.000167438,5.58125e-05,0.000167438,5.58125e-05,0.000167438,5.58125e-05,0.000167438,5.58125e-05
195,25041.2,0.27896,0.19069,0.8366,0.43629,0.66085,0.51468,0.47848,0.45914,0.8202,0.98605,0.000148875,4.9625e-05,0.000148875,4.9625e-05,0.000148875,4.9625e-05,0.000148875,4.9625e-05
196,25172.5,0.28285,0.18986,0.84415,0.43602,0.66085,0.50733,0.47147,0.45832,0.80423,0.98762,0.000130313,4.34375e-05,0.000130313,4.34375e-05,0.000130313,4.34375e-05,0.000130313,4.34375e-05
197,25292.3,0.25939,0.1955,0.82788,0.43624,0.66085,0.50271,0.46675,0.45921,0.79754,0.98873,0.00011175,3.725e-05,0.00011175,3.725e-05,0.00011175,3.725e-05,0.00011175,3.725e-05
198,25425.8,0.26888,0.19451,0.84128,0.4362,0.66085,0.50365,0.46649,0.45847,0.79048,0.98989,9.31875e-05,3.10625e-05,9.31875e-05,3.10625e-05,9.31875e-05,3.10625e-05,9.31875e-05,3.10625e-05
199,25553.6,0.29331,0.19923,0.845,0.43657,0.66085,0.50343,0.46674,0.45868,0.78914,0.99029,7.4625e-05,2.4875e-05,7.4625e-05,2.4875e-05,7.4625e-05,2.4875e-05,7.4625e-05,2.4875e-05
200,25690,0.26192,0.18525,0.83216,0.43672,0.66085,0.50648,0.46945,0.45881,0.78621,0.99,5.60625e-05,1.86875e-05,5.60625e-05,1.86875e-05,5.60625e-05,1.86875e-05,5.60625e-05,1.86875e-05
