epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
36,4495.29,0.33124,0.33971,0.90876,0.68427,0.65982,0.50984,0.48165,0.49108,0.76635,1.17214,0.00115125,0.00038375,0.00115125,0.00038375,0.00115125,0.00038375,0.00115125,0.00038375
37,5377.89,0.31283,0.29784,0.88675,0.68593,0.63113,0.51261,0.47957,0.49346,0.82336,1.17313,0.001077,0.000359,0.001077,0.000359,0.001077,0.000359,0.001077,0.000359
38,6273.8,0.31621,0.32145,0.88307,0.70179,0.65613,0.5326,0.48263,0.50435,0.78478,1.18434,0.00100275,0.00033425,0.00100275,0.00033425,0.00100275,0.00033425,0.00100275,0.00033425
39,7158.73,0.3121,0.30522,0.89678,0.69752,0.68113,0.50848,0.46481,0.51607,0.87048,1.21699,0.0009285,0.0003095,0.0009285,0.0003095,0.0009285,0.0003095,0.0009285,0.0003095
40,8049.7,0.34013,0.36231,0.89113,0.67977,0.70283,0.50814,0.47189,0.50233,0.90187,1.20289,0.00085425,0.00028475,0.00085425,0.00028475,0.00085425,0.00028475,0.00085425,0.00028475
41,8919.92,0.39972,0.45234,0.95195,0.68859,0.68066,0.48655,0.45647,0.50084,0.80297,1.19911,0.00078,0.00026,0.00078,0.00026,0.00078,0.00026,0.00078,0.00026
42,9779.9,0.38412,0.42677,0.91712,0.68752,0.68585,0.49322,0.4543,0.49861,0.74056,1.21134,0.00070575,0.00023525,0.00070575,0.00023525,0.00070575,0.00023525,0.00070575,0.00023525
43,10630.7,0.39897,0.42376,0.94723,0.69194,0.68517,0.5097,0.47503,0.49511,0.7301,1.20696,0.0006315,0.0002105,0.0006315,0.0002105,0.0006315,0.0002105,0.0006315,0.0002105
44,11499,0.40867,0.41283,0.94993,0.7038,0.65142,0.54406,0.50946,0.50334,0.72722,1.21765,0.00055725,0.00018575,0.00055725,0.00018575,0.00055725,0.00018575,0.00055725,0.00018575
45,12362,0.41876,0.42526,0.94639,0.72101,0.64983,0.5403,0.5039,0.50977,0.70577,1.21294,0.000483,0.000161,0.000483,0.000161,0.000483,0.000161,0.000483,0.000161
46,13239.2,0.38598,0.37054,0.90549,0.70621,0.62755,0.52093,0.48527,0.51308,0.71413,1.21707,0.00040875,0.00013625,0.00040875,0.00013625,0.00040875,0.00013625,0.00040875,0.00013625
47,14084.7,0.39319,0.38211,0.94556,0.69723,0.6523,0.50094,0.46764,0.51552,0.73785,1.22177,0.0003345,0.0001115,0.0003345,0.0001115,0.0003345,0.0001115,0.0003345,0.0001115
48,14957,0.38639,0.39861,0.9222,0.6971,0.65068,0.47369,0.44286,0.51551,0.73968,1.22395,0.00026025,8.675e-05,0.00026025,8.675e-05,0.00026025,8.675e-05,0.00026025,8.675e-05
49,15816.4,0.37333,0.36539,0.89955,0.69719,0.65246,0.48595,0.45297,0.51231,0.73367,1.22435,0.000186,6.2e-05,0.000186,6.2e-05,0.000186,6.2e-05,0.000186,6.2e-05
50,16689.7,0.40211,0.38396,0.90874,0.70184,0.65279,0.50294,0.46775,0.51072,0.73093,1.22244,0.00011175,3.725e-05,0.00011175,3.725e-05,0.00011175,3.725e-05,0.00011175,3.725e-05
